vector,2153876,36.33,-719.94,220.60,-2.87,160.34,54.87,131.33
vector,2153888,-28.67,1035.06,28.60,-13.87,-229.66,-2.13,320.33
vector,2153901,45.33,-610.94,43.60,-40.87,-8.66,0.87,-10.67
vector,2153913,-29.67,-3530.94,-81.40,157.13,13.34,-37.13,109.33
vector,2153926,3.33,829.06,38.60,112.13,-218.66,16.87,-105.67
vector,2153938,-33.67,-859.94,162.60,-50.87,27.34,-14.13,173.33
vector,2153952,12.33,942.06,121.60,166.13,-432.66,48.87,267.33
vector,2153963,-12.67,-231.94,-170.40,4.13,229.34,13.87,-58.67
vector,2153976,27.33,-147.94,61.60,308.13,82.34,26.87,101.33
vector,2153990,-21.67,973.06,-122.40,210.13,-239.66,27.87,88.33
vector,2154001,9.33,-365.94,163.60,-105.87,160.34,26.87,-40.67
vector,2154013,-60.67,138.06,174.60,182.13,-17.66,-78.13,171.33
vector,2154027,0.33,588.06,6.60,230.13,-4.66,19.87,-77.67
vector,2154040,31.33,-467.94,70.60,176.13,-8474.66,27.87,149.33
vector,2154051,37.33,1087.06,-75.40,136.13,-238.66,66.87,112.33
vector,2154064,0.33,178.06,-0.40,164.13,14.34,24.87,-23.67
vector,2154076,4.33,-693.94,1.60,168.13,436.34,-23.13,74.33
vector,2154088,52.33,860.06,-43.40,56.13,-290.66,76.87,-27.67
vector,2154102,27.33,-603.94,28.60,148.13,279.34,-24.13,-52.67
vector,2154114,-52.67,370.06,115.60,88.13,-139.66,-1.13,80.33
warn,spike,1,370.06
warn,spike,2,115.60
vector,2154127,0.33,370.06,115.60,184.13,-173.66,32.87,-4.67
vector,2154138,30.33,-597.94,125.60,-60.87,302.34,27.87,-18.67
vector,2154150,-33.67,868.06,-59.40,-21.87,-140.66,5.87,154.33
vector,2154165,47.33,14.06,-44.40,-52.87,-150.66,-55.13,-67.67
vector,2154176,96.33,-452.94,330.60,109.13,357.34,21.87,-9.67
vector,2154188,-29.67,838.06,-208.40,11.13,-294.66,30.87,-23.67
vector,2154202,31.33,-236.94,98.60,243.13,-14.66,54.87,241.33
vector,2154214,23.33,-97.94,105.60,82.13,246.34,-13.13,87.33
vector,2154226,-34.67,487.06,-30.40,223.13,-183.66,18.87,15.33
vector,2154238,1.33,-785.94,242.60,-63.87,377.34,41.87,-63.67
vector,2154251,-40.67,952.06,-57.40,-69.87,43.34,68.87,-134.67
warn,spike,1,952.06
vector,2154265,-12.67,952.06,29.60,54.13,-457.66,0.87,15.33
vector,2154277,-13.67,-848.94,76.60,-295.87,386.34,61.87,-187.67
vector,2154289,-29.67,1012.06,-84.40,-28.87,-95.66,-17.13,-198.67
vector,2154302,-56.67,-429.94,129.60,-18.87,199.34,-49.13,68.33
vector,2154313,-0.67,342.06,80.60,-98.87,408.34,45.87,-123.67
vector,2154326,-22.67,509.06,-82.40,21.13,-80.66,9.87,-134.67
vector,2154339,-71.67,-660.94,-27.40,176.13,310.34,51.87,85.33
vector,2154352,-7.67,579.06,-174.40,2.13,110.34,2.87,-96.67
vector,2154363,-69.67,222.06,145.60,29.13,-47.66,49.87,69.33
vector,2154376,-53.67,-590.94,79.60,41.13,411.34,-5.13,-93.67
vector,2154388,21.33,978.06,-154.40,-0.87,34.34,-104.13,-240.67
vector,2154402,57.33,-660.94,-21.40,54.13,87.34,17.87,-143.67
vector,2154414,32.33,-385.94,217.60,-140.87,243.34,6.87,-157.67
vector,2154426,60.33,647.06,-35.40,100.13,-286.66,-31.13,209.33
vector,2154438,-10.67,-844.94,127.60,43.13,358.34,-12.13,47.33
vector,2154451,-44.67,943.06,-177.40,-101.87,3.34,22.87,-100.67
vector,2154464,-50.67,-273.94,-4001.40,85.13,75.34,-14.13,-65.67
vector,2154477,1.33,-872.94,196.60,106.13,447.34,-27.13,-155.67
vector,2154488,39.33,1236.06,-110.40,18.13,-65849.67,6.87,38.33
vector,2154501,-1.67,-479.94,58.60,-32.87,118.34,19.87,-134.67
vector,2154514,19.33,151.06,50.60,-104.87,385.34,1.87,-1122.67
vector,2154526,55.33,507.06,-81.40,151.13,-178.66,-31.13,-128.67
vector,2154539,-28.67,-1945.94,-103.40,-16372.87,508.34,40.87,-142.67
vector,2154551,-62.67,464.06,-84.40,84.13,-297.66,26.87,24.33
vector,2154564,-24.67,83.06,-24.40,33.13,-114.66,10.87,-99.67
vector,2154576,15.33,-703.94,178.60,5.13,331.34,54.87,36.33
vector,2154589,-4.67,1038.06,-239.40,-28.87,-188.66,-7.13,132.33
vector,2154601,-13.67,-618.94,-85.40,199.13,107.34,-62.13,-86.67
vector,2154615,-22.67,-409.94,-25.40,72.13,426.34,70.87,-44.67
vector,2154626,1.33,863.06,-81.40,90.13,-108.66,52.87,-104.67
vector,2154640,-21.67,-596.94,44.60,-83.87,231.34,8.87,-117.67
vector,2154651,24.33,811.06,-198.40,120.13,-190.66,54.87,46.33
vector,2154663,-46.67,-128.94,51.60,15.13,55.34,31.87,-162.67
vector,2154676,-22.67,-451.94,129.60,-59.87,411.34,18.87,-59.67
vector,2154689,-9.67,1171.06,-76.40,197.13,-289.66,51.87,188.33
vector,2154702,-38.67,-166.94,-58.40,-154.87,331.34,14.87,127.33
vector,2154715,-47.67,-71.94,91.60,129.13,292.34,-30.13,192.33
vector,2154726,-38.67,482.06,35.60,-13.87,-58.66,-31.13,5.33
vector,2154738,3.33,-927.94,73.60,55.13,156.34,70.87,85.33
warn,spike,1,-927.94
vector,2154753,-50.67,-927.94,156.60,229.13,62.34,5.87,288.33
vector,2154765,21.33,309.06,-5.40,-23.87,28.34,-12.13,-47.67
vector,2154777,-10.67,-722.94,271.60,-43.87,41.34,21.87,47.33
vector,2154788,31.33,1167.06,-43.40,311.13,-424.66,-35.13,111.33
vector,2154801,2.33,-431.94,-224.40,71.13,148.34,15.87,-161.67
vector,2154814,16.33,420.06,127.60,99.13,-7.66,52.87,206.33
vector,2154827,-1.67,912.06,286.60,-79.87,-76.66,30.87,-78.67
vector,2154840,40.33,-537.94,211.60,90.13,256.34,-1.13,184.33
vector,2154851,-31.67,634.06,0.60,174.13,-20.66,-22.13,234.33
vector,2154863,-47.67,-130.94,-17.40,108.13,19.34,-31.13,-217.67
vector,2154876,-6.67,-637.94,107.60,17.13,269.34,16.87,28.33
vector,2154889,18.33,972.06,-136.40,79.13,-348.66,29.87,60.33
vector,2154901,40.33,-15.94,33.60,208.13,132.34,46.87,-71.67
vector,2154914,3.33,-278.94,-8.40,206.13,103.34,-28.13,246.33
vector,2154927,8.33,708.06,-147.40,2.13,-106.66,30.87,-118.67
vector,2154939,-9.67,-777.94,82.60,93.13,229.34,9.87,209.33
vector,2154951,2.33,861.06,-89.40,-1.87,-98.66,8.87,332.33
vector,2154966,-34.67,227.06,-76.40,-66.87,-146.66,19.87,-47.67
vector,2154976,-19.67,-1036.94,112.60,258.13,308.34,-25.13,223.33
vector,2154992,55.33,985.06,-118.40,188.13,-166.66,4.87,-8.67
vector,2155001,4.33,-375.94,-56.40,-153.87,201.34,22.87,-114.67
vector,2155014,-11.67,247.06,46.60,83.13,68.34,43.87,240.33
vector,2155026,-35.67,333.06,5.60,118.13,-158.66,-16.13,89.33
vector,2155038,-29.67,-589.94,93.60,197.13,205.34,3.87,158.33
vector,2155052,-1.67,480.06,-130.40,-71.87,-125.66,21.87,336.33
vector,2155065,39.33,129.06,-54.40,-88.87,-70.66,-12.13,-89.67
vector,2155076,-14.67,-814.94,192.60,139.13,346.34,31.87,164.33
vector,2155088,15.33,814.06,-88.40,137.13,-294.66,5.87,297.33
vector,2155103,4.33,-2.94,-24.40,130.13,102.34,-40.13,35.33
vector,2155114,10.33,-508.94,158.60,173.13,217.34,-6.13,192.33
vector,2155126,-31.67,995.06,49.60,-26.87,-32.66,34.87,-42.67
vector,2155139,-5.67,-592.94,179.60,102.13,222.34,-27.13,330.33
vector,2155151,-17.67,897.06,53.60,11.13,9.34,46.87,233.33
vector,2155164,25.33,-200.94,2.60,-140.87,-132.66,-21.13,11.33
vector,2155176,0.33,-1065.94,203.60,133.13,564.34,17.87,173.33
vector,2155189,-43.67,966.06,-60.40,-7.87,-410.66,-20.13,154.33
vector,2155201,45.33,-213.94,-13.40,-16531.87,176.34,-65.13,-152.67
vector,2155213,34.33,-49.94,122.60,257.13,133.34,41.87,-42.67
vector,2155227,7.33,466.06,-152.40,-122.87,-175.66,-34.13,-123.67
vector,2155240,-14.67,-326.94,-12.40,110.13,-251.66,-22.13,-54.67
vector,2155251,73.33,426.06,-49.40,154.13,-90.66,16.87,109.33
vector,2155265,-26.67,454.06,-57.40,35.13,-85.66,-12.13,-126.67
vector,2155276,-17.67,-958.94,135.60,28.13,389.34,-6.13,-193.67
vector,2155289,8.33,1159.06,-41.40,222.13,-230.66,9.87,93.33
vector,2155301,-23.67,-540.94,-78.40,118.13,193.34,37.87,-193.67
vector,2155315,10.33,-784.94,-53.40,42.13,36.34,-34.13,197.33
vector,2155327,-40.67,912.06,-81.40,90.13,-131.66,5.87,-36.67
vector,2155339,12.33,-598.94,79.60,100.13,362.34,11.87,-85.67
vector,2155352,5.33,727.06,-105.40,177.13,13.34,26.87,47.33
vector,2155364,-10.67,-10.94,-75.40,28.13,-294.66,10.87,-24.67
warn,spike,1,-10.94
vector,2155377,-10.67,-10.94,226.60,150.13,425.34,2.87,-126.67
vector,2155390,-6.67,1040.06,-62.40,108.13,199.34,-28.13,-28.67
vector,2155403,1.33,-338.94,16.60,149.13,-48.66,2.87,23.33
vector,2155414,-9.67,-478.94,44.60,21.13,405.34,55.87,-149.67
vector,2155426,54.33,650.06,-64.40,213.13,-49.66,27.87,-53.67
vector,2155439,-13.67,-842.94,71.60,28.13,187.34,22.87,131.33
vector,2155451,10.33,141.06,12.60,-85.87,47.34,11.87,-116.67
vector,2155464,-43.67,503.06,-89.40,73.13,-79.66,42.87,14.33
vector,2155476,-35.67,-716.94,136.60,-37.87,342.34,68.87,-48.67
vector,2155490,-19.67,983.06,-80.40,145.13,-199.66,57.87,-66.67
vector,2155501,3.33,-550.94,66.60,75.13,-5.66,54.87,-6.67
vector,2155513,-21.67,303.06,159.60,61.13,496.34,-13.13,-150.67
vector,2155528,5.33,870.06,-19.40,18.13,-87.66,12.87,-149.67
vector,2155539,-8.67,-538.94,118.60,123.13,269.34,36.87,-21.67
vector,2155551,-1.67,386.06,-129.40,-15.87,10.34,-14.13,-172.67
vector,2155564,-277.67,132.06,-112.40,97.13,-92.66,88.87,-34.67
vector,2155577,21.33,-743.94,226.60,105.13,438.34,41.87,-80.67
vector,2155590,-9.67,669.06,27.60,-0.87,-250.66,50.87,-118.67
vector,2155601,-13.67,20.06,85.60,217.13,-34.66,-3.13,-7.67
vector,2155614,-7.67,-296.94,-29.40,85.13,275.34,24.87,-170.67
vector,2155628,1.33,700.06,-79.40,92.13,-160.66,48.87,-117.67
vector,2155639,-14.67,-912.94,155.60,106.13,94.34,20.87,201.33
vector,2155653,12.33,867.06,-58.40,-28.87,354.34,36.87,-90.67
vector,2155665,0.33,429.06,-69.40,-146.87,59.34,31.87,-202.67
vector,2155676,-28.67,-841.94,140.60,110.13,529.34,-32.13,-171.67
vector,2155689,9.33,853.06,-298.40,-141.87,-256.66,12.87,-63.67
vector,2155702,85.33,-201.94,3.60,-40.87,97.34,-24.13,-117.67
vector,2155714,-21.67,24.06,56.60,-77.87,364.34,80.87,-60.67
vector,2155727,-13.67,875.06,-154.40,32.13,-147.66,-1.13,-63.67
vector,2155739,55.33,-523.94,164.60,342.13,207.34,43.87,216.33
vector,2155752,-0.67,350.06,-7.40,-166.87,11.34,0.87,-4.67
vector,2155764,0.33,249.06,-6.40,106.13,68.34,6.87,79.33
vector,2155777,33.33,-766.94,116.60,-41.87,474.34,49.87,-186.67
vector,2155789,76.33,1008.06,-69.40,-205.87,-39.66,31.87,-129.67
vector,2155802,-11.67,365.06,76.60,-77.87,-80.66,-24.13,25.33
vector,2155816,42.33,-671.94,-57.40,-95.87,413.34,37.87,30.33
vector,2155827,-26.67,1006.06,-97.40,154.13,-191.66,93.87,23.33
vector,2155840,-28.67,-694.94,122.60,207.13,268.34,47.87,-34.67
vector,2155851,-52.67,523.06,-85.40,18.13,409.34,36.87,-128.67
vector,2155865,-59.67,665.06,-172.40,-325.87,-136.66,-14.13,-0.67
vector,2155878,19.33,-710.94,37.60,-120.87,363.34,39.87,-182.67
vector,2155889,22.33,902.06,-72.40,64.13,-433.66,41.87,-41.67
vector,2155901,-23.67,-113.94,34.60,27.13,169.34,3.87,-56.67
vector,2155914,68.33,-151.94,38.60,-106.87,200.34,1.87,-112.67
vector,2155926,-58.67,627.06,-194.40,141.13,-212.66,4.87,-176.67
vector,2155940,27.33,-499.94,58.60,203.13,183.34,-41.13,29.33
vector,2155953,-53.67,93.06,-169.40,-103.87,28.34,4.87,-23.67
vector,2155964,13.33,243.06,-108.40,143.13,42.34,55.87,-63.67
vector,2155976,-13.67,-865.94,101.60,-54.87,439.34,45.87,-115.67
vector,2155988,-6.67,1040.06,-51.40,117.13,-60.66,43.87,-154.67
vector,2156003,-37.67,256.06,159.60,118.13,207.34,-28.13,-53.67
vector,2156014,-20.67,-602.94,44.60,49.13,515.34,77.87,-144.67
vector,2156027,-32.67,1145.06,-192.40,-13.87,-241.66,-14.13,-133.67
vector,2156039,39.33,-595.94,122.60,267.13,249.34,-14.13,-74.67
vector,2156052,-38.67,586.06,-140.40,12.13,116.34,-73.13,-196.67
vector,2156064,-24.67,80.06,-105.40,1.13,54.34,3.87,37.33
vector,2156079,-3.67,-811.94,143.60,129.13,408.34,-5.13,-113.67
vector,2156089,-34.67,750.06,-134.40,-58.87,-36.66,-4.13,-164.67
vector,2156101,-16.67,61.06,90.60,-85.87,-160.66,52.87,125.33
vector,2156114,-9.67,-429.94,135.60,-17.87,267.34,16.87,-188.67
vector,2156128,22.33,722.06,-208.40,6.13,-361.66,35.87,96.33
vector,2156139,15.33,-17189.94,189.60,59.13,164.34,45.87,249.33
vector,2156151,34.33,-140.94,-58.40,-197.87,277.34,49.87,-179.67
vector,2156164,16.33,552.06,-173.40,-14.87,44.34,28.87,-181.67
vector,2156177,12.33,-974.94,160.60,93.13,396.34,53.87,-9.67
vector,2156189,41.33,982.06,-65.40,361.13,-201.66,-26.13,-8101.67
vector,2156201,39.33,-295.94,57.60,304.13,192.34,55.87,-10.67
vector,2156215,45.33,-843.94,95.60,-12.87,559.34,67.87,-196.67
vector,2156226,-28.67,906.06,-266.40,-130.87,56.34,-35.13,-195.67
vector,2156239,-15.67,-445.94,133.60,-85.87,230.34,17.87,-163.67
vector,2156252,-5.67,486.06,162.60,146.13,-70.66,21.87,266.33
vector,2156264,-9.67,257.06,58.60,-139.87,78.34,-39.13,-180.67
vector,2156276,-31.67,-827.94,82.60,243.13,314.34,-20.13,-128.67
vector,2156290,14.33,623.06,-160.40,117.13,-182.66,35.87,-116.67
vector,2156302,-35.67,2.06,-38.40,31.13,-26.66,-7.13,-151.67
vector,2156314,-8.67,-656.94,89.60,-987.87,237.34,19.87,-179.67
vector,2156326,-71.67,831.06,-227.40,7.13,-255.66,-20.13,-140.67
vector,2156340,27.33,-548.94,63.60,-43.87,216.34,31.87,-189.67
vector,2156352,-29.67,641.06,-274.40,-57.87,198.34,-53.13,-55.67
vector,2156364,-41.67,679.06,-235.40,-59.87,-70.66,0.87,-37.67
vector,2156377,-14.67,-667.94,182.60,121.13,337.34,-47.13,-145.67
vector,2156390,-4.67,946.06,8.60,100.13,66.34,-7.13,190.33
vector,2156401,26.33,-241.94,-74.40,-14.87,277.34,26.87,-192.67
vector,2156414,12.33,-300.94,155.60,232.13,217.34,70.87,242.33
vector,2156427,-29.67,1105.06,-231.40,-103.87,-300.66,32.87,-64.67
vector,2156439,-40.67,-380.94,7.60,-75.87,150.34,44.87,-84.67
vector,2156451,45.33,501.06,9.60,-95.87,65.34,-2.13,198.33
vector,2156465,33.33,280.06,-241.40,0.13,2.34,-23.13,122.33
vector,2156477,9.33,-708.94,231.60,113.13,279.34,-16.13,69.33
vector,2156490,52.33,480.06,60.60,-60.87,255.34,20.87,-123.67
vector,2156502,-43.67,64.06,14.60,30.13,143.34,73.87,-121.67
vector,2156514,-25.67,-853.94,58.60,13.13,395.34,19.87,-62.67
vector,2156527,9.33,753.06,-294.40,53.13,-149.66,24.87,-143.67
vector,2156539,12.33,-659.94,89.60,-10.87,324.34,42.87,-99.67
vector,2156553,40.33,-394.94,88.60,-123.87,462.34,-36.13,-234.67
vector,2156565,-19.67,796.06,-39.40,39.13,-25.66,0.87,-211.67
vector,2156576,2.33,-876.94,25.60,-160.87,448.34,-91.13,-141.67
vector,2156591,-19.67,882.06,13.60,-15.87,-55.66,20.87,245.33
vector,2156602,81.33,50.06,170.60,118.13,-58.66,62.87,239.33
vector,2156615,66.33,-835.94,255.60,-241.87,426.34,36.87,-143.67
vector,2156626,-37.67,801.06,-142.40,-36.87,-221.66,-22.13,84.33
vector,2156640,30.33,-425.94,172.60,-166.87,416.34,11.87,-107.67
vector,2156652,42.33,-136.94,-78.40,313.13,148.34,38.87,185.33
vector,2156664,-29.67,431.06,-38.40,75.13,-94.66,3.87,-86.67
vector,2156677,-22.67,-919.94,179.60,65.13,654.34,13.87,-191.67
vector,2156690,10.33,962.06,-172.40,-17.87,195.34,4.87,-155.67
vector,2156702,49.33,312.06,19.60,123.13,35.34,16.87,-128.67
vector,2156715,9.33,-848.94,-39.40,92.13,410.34,11.87,-166.67
vector,2156728,4.33,908.06,-184.40,-67.87,-191.66,45.87,-176.67
vector,2156739,22.33,-549.94,-75.40,-85.87,435.34,9.87,-145.67
vector,2156751,-14.67,389.06,-4070.40,-63.87,317.34,-29.13,-171.67
vector,2156765,-22.67,224.06,-145.40,133.13,-107.66,22.87,-68.67
vector,2156777,57.33,-960.94,64.60,-37.87,365.34,43.87,-185.67
vector,2156790,-5.67,793.06,49.60,-94.87,-11.66,43.87,-190.67
vector,2156802,15.33,-89.94,-21.40,-79.87,82.34,2.87,-174.67
vector,2156815,4.33,-535.94,81.60,-50.87,537.34,30.87,-170.67
vector,2156827,-16.67,702.06,-163.40,106.13,-155.66,-20.13,-201.67
vector,2156840,-57.67,-820.94,57.60,37.13,69.34,-20.13,-32.67
vector,2156852,18.33,-371.94,-34.40,170.13,478.34,70.87,-174.67
vector,2156864,12.33,665.06,76.60,-21.87,-5.66,6.87,132.33
vector,2156876,32.33,-804.94,84.60,282.13,314.34,18.87,41.33
vector,2156890,-0.67,1070.06,14.60,75.13,-277.66,18.87,189.33
vector,2156902,-2.67,-377.94,-43.40,27.13,150.34,9.87,46.33
vector,2156914,-32.67,-909.94,114.60,114.13,505.34,18.87,-167.67
vector,2156926,-4.67,1044.06,-208.40,-42.87,127.34,69.87,-107.67
vector,2156940,-35.67,-300.94,233.60,121.13,-9.66,25.87,176.33
vector,2156952,-6.67,269.06,-163.40,136.13,-0.66,-19.13,153.33
vector,2156964,-29.67,433.06,-129.40,-28.87,33.34,4.87,-113.67
vector,2156977,-16.67,-984.94,22.60,-50.87,630.34,16.87,-240.67
vector,2156990,-11.67,451.06,-124.40,31.13,73.34,-13.13,-177.67
vector,2157002,-50.67,213.06,149.60,-2.87,92.34,33.87,-46.67
vector,2157015,25.33,-922.94,131.60,-37.87,395.34,7.87,58.33
vector,2157027,24.33,845.06,-255.40,106.13,-64.66,0.87,141.33
vector,2157039,-31.67,-717.94,-16.40,-76.87,393.34,-20.13,-254.67
vector,2157053,-76.67,-576.94,221.60,222.13,395.34,-14.13,145.33
vector,2157066,-63.67,661.06,-103.40,111.13,-91.66,23.87,-68.67
vector,2157077,-16.67,-890.94,86.60,-78.87,482.34,-17.13,-241.67
vector,2157089,-76.67,814.06,54.60,4.13,-40.66,-5.13,61.33
vector,2157102,-813.67,-275.94,-113.40,15.13,309.34,-27.13,-163.67
vector,2157114,-7.67,-505.94,28.60,52.13,699.34,18.87,-231.67
vector,2157127,-28.67,1029.06,-214.40,88.13,-255.66,8.87,42.33
vector,2157142,-26.67,-315.94,25.60,125.13,229.34,-34.13,-219.67
vector,2157152,33.33,-302.94,-64.40,-76.87,356.34,34.87,-176.67
warn,spike,1,-302.94
vector,2157166,28.33,-302.94,-190.40,-168.87,-263.66,13.87,136.33
vector,2157178,-1.67,-926.94,41.60,-17.87,220.34,10.87,-33.67
vector,2157192,-32.67,185.06,-82.40,9.13,138.34,-26.13,-117.67
